,t,avg_velocity
0,0,0.0
1,1,0.19999999999999996
2,2,0.3999999999999999
3,3,0.6
4,4,0.7999999999999998
5,5,1.0
6,6,1.2
7,7,1.4000000000000004
8,8,1.3090469260334157
9,9,1.2987262819208818
10,10,1.261780114371851
11,11,1.2114665555341937
12,12,1.1836276349066173
13,13,1.150747329993746
14,14,1.1444153172643985
15,15,1.1616306030723305
16,16,1.1809350115005826
17,17,1.185192734392245
18,18,1.193586543548832
19,19,1.1778501361217801
20,20,1.1723121402368253
21,21,1.159762659808233
22,22,1.1806779269084868
23,23,1.1781066112987406
24,24,1.1640803405848075
25,25,1.1513661083122166
26,26,1.1448006289372947
27,27,1.13672416562357
28,28,1.1250458159436534
29,29,1.1360877829572973
30,30,1.1316545441976695
31,31,1.1334659665841644
32,32,1.1370007124547166
33,33,1.1355032961940776
34,34,1.1228005422454481
35,35,1.1313331158428728
36,36,1.153555223412753
37,37,1.1596995263539411
38,38,1.153263245786276
39,39,1.1627440066584172
40,40,1.1649626330073999
41,41,1.1410456888394072
42,42,1.1369785890811266
43,43,1.1318756646886525
44,44,1.1215501603308937
45,45,1.1403986367198389
46,46,1.116954408304095
47,47,1.119651336089853
48,48,1.119755463046283
49,49,1.1077956486196334
50,50,1.082450371248169
51,51,1.0986784169107278
52,52,1.1184174023688482
53,53,1.137488073471696
54,54,1.1481780942802053
55,55,1.121449870317767
56,56,1.1607456318283387
57,57,1.1459534096045998
58,58,1.174804555998285
59,59,1.1606573805041003
60,60,1.1581532080495631
61,61,1.151811160314449
62,62,1.1208228157853197
63,63,1.1470002169712998
64,64,1.1548297872468105
65,65,1.1620850469739357
66,66,1.1648620281112163
67,67,1.1832110663508661
68,68,1.1897318003871473
69,69,1.1894515884715322
70,70,1.189747997233465
71,71,1.1975340483233838
72,72,1.1848235771562032
73,73,1.1838211644043495
74,74,1.172731715408085
75,75,1.1597217578763952
76,76,1.1548696243452465
77,77,1.157166367644041
78,78,1.1540551019770782
79,79,1.1526534450345745
80,80,1.1273661405636906
81,81,1.1350114018696675
82,82,1.1173269767419265
