,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
3,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001
4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
7,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
8,0.6911678605145694,1.376867335722861,0.5916091733361929,0.715691760413178,0.9502114096129225,0.755282387582099,0.6413886527590626,1.4313446295182808,0.6160054894688802,0.686822461387801,1.1007123718799843,1.4182982773779076,0.9290980699395798,1.1311683342933596,1.2279252677762047,0.7308802694361017,1.4037919161041736,1.564798325413293,1.4293118029373235,0.6501807090690643,0.9961445468178145,1.4157778482309753,1.460555395701543,1.4109712655764728,1.331976612455288,1.3240790139143006,1.5340824359542833,1.5155584528292345,1.2513059035033338,1.1072242332265472,0.8635555270766085,1.5791378218777852,1.5077352142909313,1.1173572400787455,0.697049794578209,1.3920678471161336,1.0511692517732447,1.012026707067733,1.394242381345343,0.7503590538802587,1.569326688454757,0.8019444221288875,1.058753031324132,1.2762529530846143,1.3607340834400141,0.8359808768401176,1.3975984971117765,0.6227690237020495,1.3956591386995203,0.8588519735376772,0.6682900133960051,1.3627237233202898,1.1953069753661438,0.5964791002073256,1.0455366236811203,0.7341140007929947,0.8615520833245279,0.9917066842997111,1.2634651669188028,1.0153670989175705,1.2412666609121392,1.4057448355385782,0.6279621715136693,1.4107087455651062,1.0095898201919382,1.2819599732493916,1.1073396090276426,0.7401099556849328,0.8943808750587908,0.776122206649067,1.442065320027273,0.8457648060798529,1.1959518816534986,1.3299253369239383,1.1558124399177938,0.7301843346863022,1.2344139464213466,0.8573348849467316,1.1677023984683985,1.1848318106566664,0.6015090858442685,0.6042490398577408,0.8502017918335958,0.8994581286691934,0.7983795155655492,1.047327378365821,1.4429750121793798,1.1668813245817016,1.4264280941508136,0.9015192602157635,1.4327704783157222,0.85445726090009,1.26074976169639,0.6377767193635765,1.158915086814647,0.6054229818785054,1.0351325786062078,0.7983020454153079,1.3056547043618039,1.2253300826584206
9,0.8911678605145694,0.5796265724560647,0.791609173336193,0.915691760413178,1.1502114096129226,0.955282387582099,0.8413886527590626,0.715985118435361,0.8160054894688802,0.8868224613878011,1.3007123718799842,0.20250181290442704,1.1290980699395798,1.3311683342933596,0.4739103998071905,0.9308802694361018,1.6037919161041736,0.7283060715118954,0.7915403703542111,0.8501807090690643,1.1961445468178145,1.6157778482309753,1.181876318292708,1.3169046767843795,1.038969095362111,1.5240790139143006,0.7116805741775589,0.4453714188970681,0.9615136349974952,0.6488185468519374,1.0635555270766086,1.4688628870030254,0.5444551789097208,0.8177023460771673,0.897049794578209,1.0598354731487745,1.2511692517732447,1.2120267070677329,0.8103725340590124,0.9503590538802587,0.06040261555627913,1.0019444221288876,1.258753031324132,1.4762529530846142,0.7651091841113318,1.0359808768401175,0.8079042384817657,0.8227690237020495,0.4752551166380361,1.0588519735376771,0.8682900133960052,1.0032318232904063,0.48409170269381063,0.7964791002073257,0.3578591802360409,0.9341140007929947,1.061552083324528,1.191706684299711,0.8875318047714564,1.2153670989175704,1.4412666609121392,0.08101297529229978,0.8279621715136694,1.1868260390648886,1.2095898201919382,0.675071951212155,0.1975043799024937,0.9401099556849328,1.094380875058791,0.9761222066490669,0.08989411383233736,1.045764806079853,1.3959518816534986,1.1617825532962682,0.6222629889929239,0.9301843346863021,0.8400382502107742,1.0573348849467317,1.3677023984683985,0.29355218225690816,0.8015090858442686,0.8042490398577409,1.0502017918335957,1.0994581286691933,0.9983795155655493,1.247327378365821,0.6173324643724268,1.3668813245817015,0.44917273205472497,1.1015192602157635,0.8385751355479575,1.05445726090009,0.350117092935473,0.8377767193635766,0.19417837120714887,0.8054229818785055,1.1188293907096334,0.998302045415308,1.4455993090777985,0.8436632428578125
