,t,traffic_flow
0,0,0.0
1,1,0.09999999999999998
2,2,0.19999999999999996
3,3,0.3
4,4,0.3999999999999999
5,5,0.5
6,6,0.6
7,7,0.7000000000000002
8,8,0.536799787774166
9,9,0.4581156013383071
10,10,0.43072345361628706
11,11,0.4114733379941107
12,12,0.3913418816689761
13,13,0.36947372984952664
14,14,0.366995487380551
15,15,0.3640614763665458
16,16,0.35484200230488194
17,17,0.36976317269836245
18,18,0.3733583508518356
19,19,0.3715768801835214
20,20,0.3823242057958626
21,21,0.37398686514586865
22,22,0.3694118199008776
23,23,0.3682925774742781
24,24,0.3697624032366021
25,25,0.38458837571922005
26,26,0.3688780256417951
27,27,0.37674285850623135
28,28,0.3630291848088568
29,29,0.35199915948196486
30,30,0.37765550811323884
31,31,0.38756749740431085
32,32,0.3813237049110842
33,33,0.3783693166201924
34,34,0.3811001194184266
35,35,0.3660759770602862
36,36,0.3448164027970475
37,37,0.35801914510601096
38,38,0.38070286364449885
39,39,0.37643104698231883
40,40,0.37631428600560846
41,41,0.3826093123129516
42,42,0.4041518293812566
43,43,0.4001367412005554
44,44,0.40539008951564987
45,45,0.3714507152569293
46,46,0.361986033425183
47,47,0.3587938733180098
48,48,0.35216299324471606
49,49,0.3609354117783498
50,50,0.3816394723958464
51,51,0.3844020530265309
52,52,0.3979304244924524
53,53,0.38080154787210835
54,54,0.35254624740930646
55,55,0.36433942397731284
56,56,0.36449036853768013
57,57,0.370477280593186
58,58,0.37085669995440523
59,59,0.36088023130122693
60,60,0.37379483131936037
61,61,0.38083865777794057
62,62,0.3862394743211393
63,63,0.38512810484357546
64,64,0.3576681422919459
65,65,0.3277742467953573
66,66,0.33749901843272945
67,67,0.3617501300813656
68,68,0.37866188626297337
69,69,0.3989148640099959
70,70,0.401267635317492
71,71,0.4031071382438027
72,72,0.41091564382643075
73,73,0.40768482827785485
74,74,0.37461511895264243
75,75,0.371627337744721
76,76,0.36732111516625243
77,77,0.35302338904193564
78,78,0.36567298071006626
79,79,0.3923242039570738
80,80,0.40633319411213864
81,81,0.3810547885506492
82,82,0.3977635352789051
83,83,0.38818722485892754
84,84,0.38293479413474624
85,85,0.37497100349624646
86,86,0.35741608914079814
87,87,0.34315989242149186
88,88,0.3594728114531946
89,89,0.3624540047993804
90,90,0.33916470927401343
91,91,0.33245772365471693
92,92,0.3191783162188853
93,93,0.35487202460587675
94,94,0.36609952911569904
95,95,0.3807195148250028
96,96,0.3599921447676511
97,97,0.35183577401757615
98,98,0.3178455123626779
99,99,0.34352359534064375
100,100,0.35244784754136615
101,101,0.36710159823957517
102,102,0.37918095785753975
103,103,0.403403022884117
104,104,0.4007167598993475
105,105,0.3841307003567562
106,106,0.3777566075246303
107,107,0.35339558188638764
108,108,0.3638150951938357
109,109,0.38779740054833156
110,110,0.38358630516216763
111,111,0.36210911940483564
112,112,0.3695898794509199
113,113,0.3683527162354983
114,114,0.3808790646205542
115,115,0.3920212717141066
116,116,0.39716365374788254
117,117,0.3761179071114883
118,118,0.3555705351359613
119,119,0.36530109995134535
120,120,0.37353633058796026
121,121,0.382936778818971
122,122,0.393379620864797
123,123,0.3933198409612701
124,124,0.3850177717472487
125,125,0.38689303754723686
126,126,0.3839573044584735
127,127,0.39122152224310136
128,128,0.38011708529609656
129,129,0.3712195239909054
130,130,0.35397798591220775
131,131,0.383811562266194
132,132,0.39079683098592694
133,133,0.3884655367215404
134,134,0.39425373331028135
135,135,0.40062848732878964
136,136,0.40555762858122546
137,137,0.3880378555110699
138,138,0.36513651571347144
139,139,0.37505706137654693
140,140,0.38281752693200827
141,141,0.4039713794403049
142,142,0.38151724026754286
143,143,0.3701902501449846
144,144,0.3830538944469708
145,145,0.379835314696809
146,146,0.3864411982763387
147,147,0.3965062342685308
148,148,0.3904781066518199
149,149,0.37843626241995587
150,150,0.38754703677077534
151,151,0.3908150246493784
152,152,0.41356691195523276
153,153,0.408260999972603
154,154,0.40807437165593535
155,155,0.3785284395813305
156,156,0.36328556277149443
157,157,0.3734704743476344
158,158,0.38323953084001305
159,159,0.38553065927490016
160,160,0.40305727814379155
161,161,0.38724320401998436
162,162,0.3734691556039046
163,163,0.383695109782359
164,164,0.37940194401227845
165,165,0.39424871035353104
166,166,0.39272448909095437
167,167,0.3954716767921143
168,168,0.37290655760039215
169,169,0.37164492861205367
170,170,0.3804944573565895
171,171,0.37268667193114846
172,172,0.3581505621624971
173,173,0.3381509603718614
174,174,0.34961497899157074
175,175,0.37007213900469826
176,176,0.34657868740644526
177,177,0.3452609332535882
178,178,0.34242106256183324
179,179,0.363466616270695
180,180,0.3686444341146198
181,181,0.3849519309442742
182,182,0.39541395222122555
183,183,0.396759222717041
184,184,0.3902541067033824
185,185,0.369065141502286
186,186,0.3525511874343127
187,187,0.36183016822685365
188,188,0.3753996031599494
189,189,0.37820932266436935
190,190,0.37992132267652784
191,191,0.36454841035886537
192,192,0.36968893266161046
193,193,0.379835691316576
194,194,0.4096568293639733
195,195,0.39877271685660887
196,196,0.3598013911612796
197,197,0.35834435204862025
198,198,0.3600583382115815
199,199,0.3490469246201716
200,200,0.35363606685465876
201,201,0.3755486177224251
202,202,0.372253692646014
203,203,0.3788606161501121
204,204,0.36498415136994417
205,205,0.3544670892331926
206,206,0.37854621050454385
207,207,0.3579707737455033
208,208,0.3578592467506183
209,209,0.35854362588184713
210,210,0.36518211147676366
211,211,0.369391126610301
212,212,0.38503419694046775
213,213,0.4022756072707617
214,214,0.40648844556460406
215,215,0.4046561998023052
216,216,0.409309178020754
217,217,0.40642744866297453
218,218,0.38237291473550433
219,219,0.3875648661749952
220,220,0.3961605116494587
221,221,0.3796983960358098
222,222,0.39592702212007197
223,223,0.38734032354952264
224,224,0.3754705381412009
225,225,0.3777790333994217
226,226,0.3716222305202277
227,227,0.3679781853320673
228,228,0.36805867082948657
229,229,0.37264145665215664
230,230,0.3608784039240485
231,231,0.34558640964448367
232,232,0.3654876744378795
233,233,0.37816506210695505
234,234,0.3650362161596745
235,235,0.3827453916594626
236,236,0.37446134097575007
237,237,0.3685074474395103
238,238,0.357121084584251
239,239,0.3293372604787516
240,240,0.34505897279160797
241,241,0.34828515002193894
242,242,0.378555994540459
243,243,0.3843921788285512
244,244,0.385914798232205
245,245,0.3813100492756376
246,246,0.3724845801148161
247,247,0.3655777885277695
248,248,0.37816369228401264
249,249,0.36944944878595776
250,250,0.35655479728217826
251,251,0.366919929125905
252,252,0.3581691312967118
253,253,0.36613385056426734
254,254,0.37883573244917834
255,255,0.3973747132529105
256,256,0.417484162018773
257,257,0.421720336337752
258,258,0.4081803899218947
259,259,0.3754749433184582
260,260,0.3771965665672461
261,261,0.3596056211928738
262,262,0.35565196793077036
263,263,0.34478914757097784
264,264,0.3593621318814347
265,265,0.3744283963008463
266,266,0.3869363214337225
267,267,0.3716695197585054
268,268,0.35800650697391645
269,269,0.35428709718858525
270,270,0.3664874402933047
271,271,0.35130211814874834
