,t,avg_velocity
0,0,0.0
1,1,0.10399999999999998
2,2,0.19980821563834525
3,3,0.29045086903241346
4,4,0.22630194059183695
5,5,0.2080087094962061
6,6,0.20154178345643847
7,7,0.1890257490932779
8,8,0.17009197630037312
9,9,0.18200680364840632
10,10,0.19613790855685884
11,11,0.17808612346441888
12,12,0.1807613714366255
13,13,0.19535374983650025
14,14,0.16442197769999287
15,15,0.1411329623159135
16,16,0.1840439741829255
17,17,0.16891748491909314
18,18,0.2131857881345079
19,19,0.18183985450056184
20,20,0.17291424022846325
21,21,0.17430921696742435
22,22,0.19334017904202302
23,23,0.20537874977477039
24,24,0.24170627441201314
25,25,0.23705264020189099
26,26,0.19573363856082282
27,27,0.23638889374246586
28,28,0.21502382595273603
29,29,0.2011558742068933
30,30,0.2434047882131425
31,31,0.1958792237118245
32,32,0.24227755417012786
33,33,0.17846554938753315
34,34,0.20002896102237488
35,35,0.19941259454265414
36,36,0.22417620165058885
37,37,0.1854912991978828
38,38,0.23172371024957225
39,39,0.24515897370141165
40,40,0.26149513710019545
41,41,0.28676628488533246
42,42,0.26262379361757665
43,43,0.29281084525481377
44,44,0.281720899202078
45,45,0.3026995583606973
46,46,0.2959196805774624
47,47,0.25300981800488936
48,48,0.2619619398533905
49,49,0.23972357638337682
50,50,0.23733295468928245
51,51,0.24106324705177384
52,52,0.2556230221875965
53,53,0.26793514152002396
54,54,0.2655609459217991
55,55,0.2383923286951367
56,56,0.24186379114098921
57,57,0.23047796678762075
58,58,0.22717217978221438
59,59,0.22747672951076425
60,60,0.21101596232378064
61,61,0.2621687599903644
62,62,0.26038155517912304
63,63,0.22254143142241375
64,64,0.25377329495319634
65,65,0.27496626865272356
66,66,0.2457888829307422
67,67,0.25908079884741525
68,68,0.22027085202577942
69,69,0.28701814942757115
70,70,0.2702068462289263
71,71,0.3043003679754459
72,72,0.2867552653562796
73,73,0.2927673429711189
74,74,0.2765676228971806
75,75,0.28045784574355237
76,76,0.2917072396188134
77,77,0.36153470962027806
78,78,0.34198652891627035
79,79,0.2951595453822364
80,80,0.2676207552719997
81,81,0.26933461899276717
82,82,0.2978314417274989
83,83,0.2951789177162895
84,84,0.31101624978331915
85,85,0.27591301351330133
86,86,0.30501957854162964
87,87,0.24107141267117396
88,88,0.26404804723253006
89,89,0.2768750616419621
90,90,0.31325679683691726
91,91,0.27034477095844384
92,92,0.3074417714587085
93,93,0.29194914064997496
94,94,0.31963758443408347
95,95,0.27477249240343066
96,96,0.26917590935651053
97,97,0.2509294380806582
98,98,0.3152893592082365
99,99,0.2949020965970059
100,100,0.2718401100067481
101,101,0.21609242982321625
102,102,0.26484362440471787
103,103,0.29043779150468835
104,104,0.29169099983798086
105,105,0.26998023598462895
106,106,0.24855455384404399
107,107,0.28359071288850335
108,108,0.28317467106288946
109,109,0.23621100854143684
110,110,0.2414100328574483
111,111,0.24253773492158182
112,112,0.27934566607323785
113,113,0.3192063978643377
114,114,0.2760804473814719
115,115,0.2787463786966997
116,116,0.2535987716320506
117,117,0.2179097510938821
118,118,0.256404163046977
119,119,0.278522252418487
120,120,0.30787491875786305
121,121,0.3254076838250232
122,122,0.28016541207824835
123,123,0.26055875639160525
124,124,0.2371839612720421
125,125,0.24596683940541342
126,126,0.26364775924327377
127,127,0.24883698453542716
128,128,0.26617169581671396
129,129,0.2729038771200665
130,130,0.273111941462261
131,131,0.3041157242035344
132,132,0.2818957487197512
133,133,0.30153109911251214
134,134,0.29316473039218605
135,135,0.27159007971575894
136,136,0.26726819699552523
137,137,0.25299286236897883
138,138,0.273333815645809
139,139,0.26139358500413584
140,140,0.24369955986589684
141,141,0.21958332993435686
142,142,0.29710706156020245
143,143,0.24005063451767364
144,144,0.2660880153306012
145,145,0.2534981248438759
146,146,0.2523713193867786
147,147,0.27511092975527285
148,148,0.30432189755244615
149,149,0.24705267219493238
150,150,0.2731377337240222
151,151,0.27996305840457525
152,152,0.28402830066015206
153,153,0.2642279638051869
154,154,0.2840417558895955
155,155,0.28671727704566796
156,156,0.30056454334926813
157,157,0.3181440563550248
158,158,0.30448010548649046
159,159,0.29955911089746384
160,160,0.2786150718953804
161,161,0.2738487380400381
162,162,0.2729694090005742
163,163,0.2818647796545372
164,164,0.2763533271022836
165,165,0.2902864299921011
166,166,0.29522075306179485
167,167,0.29629673211446067
168,168,0.32149948503485043
169,169,0.3001868401041116
170,170,0.26156020143552183
171,171,0.23592032577087693
172,172,0.2594841038978353
173,173,0.27752091615244107
174,174,0.26914916816673917
175,175,0.2433391353861264
176,176,0.2478331982762182
177,177,0.2470311527239377
178,178,0.26961533477237565
179,179,0.22751191273781118
180,180,0.2638525180941772
181,181,0.2518011008929167
182,182,0.2509197464848309
183,183,0.24779197514254747
184,184,0.25006092783735595
185,185,0.25121192828318156
186,186,0.21939911144646718
187,187,0.1597962994157199
188,188,0.20840586911277895
189,189,0.22220500064864443
190,190,0.20761453397989538
191,191,0.20108187876923495
192,192,0.19102271010619729
